,feature_id,latitude,longitude,easting,northing,utm_epsg,SoVI,pop_d_c
990,990,50.94202699,-114.0499577,707242.3368,5647522.614,32611,Moderate,Low
991,991,50.94562048,-114.0461323,707495.0155,5647932.87,32611,Low,Moderate
992,992,50.93666601,-114.052518,707086.335,5646919.428,32611,Low,Low
993,993,50.94213897,-114.0600906,706530.127,5647506.632,32611,Low,Moderate
994,994,50.93862248,-114.0606526,706506.2398,5647114.121,32611,Low,Low
995,995,50.93760373,-114.0670396,706062.1056,5646982.996,32611,Low,Low
996,996,50.93490302,-114.0741408,705575.195,5646662.931,32611,Moderate,Moderate
997,997,50.93751118,-114.0732399,705626.9718,5646955.399,32611,Moderate,Moderate
998,998,50.93627344,-114.0779976,705298.2205,5646804.539,32611,Low,Moderate
999,999,50.93963797,-114.0786548,705237.235,5647176.755,32611,Moderate,Low
1000,1000,50.94084537,-114.0732737,705609.8857,5647325.976,32611,Moderate,Moderate
1001,1001,50.94369048,-114.0782522,705247.6584,5647628.405,32611,Moderate,Moderate
1002,1002,50.94685965,-114.0754572,705429.9912,5647988.515,32611,Low,Moderate
1003,1003,50.9468037,-114.0806133,705068.1162,5647967.941,32611,Low,Low
1004,1004,50.94507188,-114.0754492,705438.4376,5647789.786,32611,Moderate,Moderate
1005,1005,50.94657848,-114.0906265,704365.8667,5647915.101,32611,Moderate,Low
1006,1006,50.95590358,-114.0902565,704350.9345,5648952.829,32611,Moderate,Moderate
1007,1007,50.95295982,-114.1018375,703550.6123,5648593.523,32611,Moderate,Moderate
1008,1008,50.94592919,-114.0909917,704343.0655,5647841.905,32611,Moderate,Moderate
1009,1009,50.94377422,-114.088276,704543.2594,5647609.86,32611,Moderate,Low
1010,1010,50.94241996,-114.0832534,704901.9862,5647473.248,32611,Low,Low
1011,1011,50.93787968,-114.0833575,704914.6425,5646968.202,32611,Low,Moderate
1012,1012,50.93407794,-114.0843301,704863.0366,5646542.849,32611,Moderate,Low
1013,1013,50.9312699,-114.0610266,706512.5511,5646295.669,32611,Low,Low
1014,1014,50.93301273,-114.0542734,706979.2551,5646508.357,32611,Low,Low
1015,1015,50.93370002,-114.0459565,707560.467,5646608.14,32611,Low,Low
1016,1016,50.93181735,-114.0419083,707853.2521,5646410.242,32611,Low,Moderate
1017,1017,50.92821038,-114.0407871,707948.1154,5646012.409,32611,Low,Low
1018,1018,50.92504814,-114.038192,708144.5641,5645668.177,32611,Low,Moderate
1019,1019,50.92597646,-114.0339656,708437.3678,5645783.316,32611,Low,Low
1020,1020,50.92397099,-114.0284849,708831.437,5645575.869,32611,Low,Low
1021,1021,50.92117207,-114.029596,708765.9004,5645261.563,32611,Low,Moderate
1022,1022,50.91688628,-114.0263219,709015.1812,5644794.378,32611,Low,Low
1023,1023,50.91598931,-114.0291917,708817.5248,5644686.532,32611,Moderate,Moderate
1024,1024,50.9161605,-114.0310219,708688.1358,5644700.384,32611,Low,Low
1025,1025,50.91392819,-114.0199807,709474.0998,5644483.51,32611,Moderate,Moderate
1026,1026,50.90215346,-114.0207934,709469.8588,5643172.191,32611,Moderate,Low
1027,1027,50.90234996,-114.0273772,709006.1577,5643175.364,32611,Moderate,Moderate
1028,1028,50.898995,-114.0309209,708772.0553,5642792.355,32611,Low,Moderate
1029,1029,50.8966567,-114.0290481,708914.1836,5642537.704,32611,Low,Moderate
1030,1030,50.89727108,-114.035517,708456.6368,5642587.708,32611,Low,Moderate
1031,1031,50.89607021,-114.0417008,708027.2387,5642436.752,32611,Low,Moderate
1032,1032,50.89473215,-114.0395304,708185.8014,5642294.12,32611,Low,Moderate
1033,1033,50.89801976,-114.0498895,707442.849,5642630.431,32611,Moderate,Moderate
1034,1034,50.9008394,-114.0500945,707415.8974,5642943.319,32611,Moderate,Moderate
1035,1035,50.90202992,-114.05325,707188.7781,5643066.805,32611,Moderate,Moderate
1036,1036,50.9049671,-114.0510272,707331.9828,5643399.582,32611,Moderate,Low
1037,1037,50.90509564,-114.0439843,707826.4822,5643433.689,32611,Moderate,Moderate
1038,1038,50.9044419,-114.0381246,708241.2993,5643377.535,32611,Low,Moderate
1039,1039,50.90402269,-114.0348608,708472.6024,5643340.149,32611,Moderate,Moderate
1040,1040,50.90690903,-114.0376104,708266.4304,5643653.262,32611,Moderate,Moderate
1041,1041,50.91129533,-114.0532097,707150.463,5644096.972,32611,Low,Low
1042,1042,50.91321814,-114.047614,707535.1924,5644326.463,32611,Low,Moderate
1043,1043,50.91654512,-114.0493933,707395.3413,5644691.326,32611,Moderate,Moderate
1044,1044,50.91719744,-114.0524478,707177.7846,5644755.261,32611,Moderate,Moderate
1045,1045,50.91662841,-114.052782,707156.8268,5644691.062,32611,Moderate,Low
1046,1046,50.91194671,-114.0437134,707814.995,5644196.098,32611,Low,Moderate
1047,1047,50.92275423,-114.0586893,706714.5187,5645355.51,32611,Moderate,Low
1048,1048,50.90900274,-114.0644058,706373.6965,5643810.719,32611,Moderate,Low
1049,1049,50.91058832,-114.0581246,706808.1551,5644004.582,32611,Moderate,Moderate
1050,1050,50.90815654,-114.0724073,705815.0161,5643694.29,32611,Moderate,Moderate
1051,1051,50.90453671,-114.0734752,705755.9268,5643288.887,32611,Low,Moderate
1052,1052,50.909447,-114.0751091,705619.4236,5643830.221,32611,Moderate,Moderate
1053,1053,50.90824812,-114.0820902,705134.0081,5643677.502,32611,Moderate,Low
1054,1054,50.90617318,-114.0813078,705198.1308,5643449.002,32611,Low,Moderate
1055,1055,50.90393453,-114.0799229,705305.3347,5643203.979,32611,Low,Moderate
1056,1056,50.90450212,-114.0862748,704856.3313,5643249.422,32611,Low,Moderate
1057,1057,50.87391486,-114.0483103,707661.0807,5639955.094,32611,Moderate,Low
1058,1058,50.90505092,-113.9788858,290565.6962,5643493.395,32612,Moderate,Moderate
1059,1059,50.90471492,-113.9841513,290194.0575,5643471.004,32612,Moderate,Low
1060,1060,50.90343437,-113.9883033,289896.4312,5643340.46,32612,Moderate,Moderate
1061,1061,50.90060741,-113.9884493,289873.433,5643026.599,32612,Moderate,Moderate
1062,1062,50.9110801,-113.9820437,290370.8198,5644172.636,32612,Low,Low
1063,1063,50.92919892,-114.0259263,708987.7771,5646164.314,32611,Moderate,Low
1064,1064,50.93020235,-114.0218363,709270.6193,5646287.465,32611,Low,Moderate
1065,1065,50.92692865,-114.0252655,709044.3817,5645913.797,32611,Moderate,Moderate
1066,1066,50.92440685,-114.0233796,709188.2046,5645638.792,32611,Moderate,Moderate
1067,1067,50.94802204,-114.0670364,706016.2466,5648141.237,32611,Moderate,Moderate
1068,1068,50.94492941,-114.0643801,706216.4875,5647804.846,32611,Low,Moderate
1069,1069,50.97170934,-114.0722418,705546.0705,5650760.095,32611,High,Low
1070,1070,50.98263356,-114.0803681,704927.5397,5651951.947,32611,Moderate,Moderate
1071,1071,50.98294774,-114.0750462,705299.6229,5652001.688,32611,Moderate,Moderate
1072,1072,50.98731573,-114.0682392,705757.9882,5652506.278,32611,High,Low
1073,1073,50.98864741,-114.0749984,705277.8212,5652635.474,32611,High,Moderate
1074,1074,50.99238124,-114.0745088,705295.6891,5653051.941,32611,High,Moderate
1075,1075,50.9938271,-114.0764774,705151.1917,5653207.199,32611,High,High
1076,1076,50.99294991,-114.0810055,704837.3672,5653097.081,32611,High,Moderate
1077,1077,50.98832567,-114.0808244,704870.4443,5652583.491,32611,High,Low
1078,1078,50.98481599,-114.0652376,705979.6846,5652236.76,32611,Moderate,Moderate
1079,1079,50.98787613,-114.0594818,706370.0092,5652593.07,32611,Moderate,Moderate
1080,1080,50.99160799,-114.0583225,706434.789,5653011.2,32611,Moderate,Low
1081,1081,50.99208782,-114.0391058,707780.9453,5653118.558,32611,Moderate,Low
1082,1082,51.003553,-114.017893,709217.6764,5654453.206,32611,Moderate,Low
1083,1083,51.00117028,-114.0185419,709182.8782,5654186.469,32611,Moderate,Low
1084,1084,50.99932725,-114.0162473,709352.1398,5653988.093,32611,Moderate,Moderate
1085,1085,51.08380787,-113.9557862,292986.8359,5663301.015,32612,High,Moderate
1086,1086,51.07897915,-113.955594,292978.7308,5662763.644,32612,High,Moderate
1087,1087,51.07826458,-113.960847,292607.6588,5662698.993,32612,High,Moderate
1088,1088,51.0796403,-113.9613227,292580.4975,5662853.279,32612,High,Moderate
1089,1089,51.07972606,-113.9665237,292216.6588,5662877.485,32612,High,Moderate
1090,1090,51.07259799,-113.9800582,291236.75,5662123.333,32612,High,High
1091,1091,51.07399052,-113.9781136,291379.22,5662272.632,32612,High,Moderate
1092,1092,51.07652602,-113.9763238,291515.9714,5662549.441,32612,High,Moderate
1093,1093,51.07685591,-113.979797,291274.2156,5662595.961,32612,High,Low
1094,1094,51.0798833,-113.980192,291260.1822,5662933.647,32612,High,Moderate
1095,1095,51.08325924,-113.979957,291291.8457,5663308.296,32612,High,Moderate
1096,1096,51.12727801,-114.059677,705737.1762,5668090.415,32611,Moderate,Moderate
1097,1097,51.12688909,-114.0604651,705683.7731,5668044.973,32611,Moderate,Moderate
1098,1098,51.12721806,-114.0699552,705018.4017,5668055.047,32611,Moderate,Low
1099,1099,51.13024196,-114.0661788,705269.1792,5668401.764,32611,Moderate,Moderate
1100,1100,51.13425673,-114.0776797,704446.9101,5668816.07,32611,Moderate,Moderate
1101,1101,51.13074687,-114.0771751,704497.713,5668427.262,32611,Moderate,Moderate
1102,1102,51.14339871,-114.0619481,705506.6744,5669876.288,32611,Low,Moderate
1103,1103,51.15258241,-114.0510951,706224.7032,5670927.679,32611,Moderate,Moderate
1104,1104,51.15552508,-114.048007,706427.4847,5671263.499,32611,Moderate,Moderate
1105,1105,51.15724332,-114.0429126,706775.9726,5671468.843,32611,Moderate,Moderate
1106,1106,51.07057516,-114.0505115,706631.1523,5661812.18,32611,Moderate,Moderate
1107,1107,51.07078088,-114.054401,706357.7963,5661824.138,32611,Moderate,Moderate
1108,1108,51.12843638,-114.1598274,698725.822,5667943.803,32611,Moderate,Low
1109,1109,51.12450247,-114.1542356,699133.938,5667521.567,32611,Low,Moderate
1110,1110,51.13178932,-114.1860964,696873.8423,5668245.924,32611,Low,Moderate
1111,1111,51.13285346,-114.1733061,697764.0126,5668398.549,32611,Low,Moderate
1112,1112,51.13113085,-114.1650429,698349.4116,5668229.288,32611,Moderate,Low
1113,1113,51.12245972,-114.1845675,697020.5039,5667212.773,32611,Moderate,Moderate
1114,1114,51.1169541,-114.1885701,696763.8598,5666589.956,32611,Moderate,Moderate
1115,1115,51.10257176,-114.1521579,699373.7111,5665089.006,32611,High,High
1116,1116,51.14118109,-114.1010504,702781.8257,5669521.179,32611,Low,Moderate
1117,1117,51.09356599,-114.1462275,699827.658,5664103.863,32611,Moderate,Moderate
1118,1118,51.09057223,-114.1509578,699509.3839,5663758.191,32611,Moderate,Moderate
1119,1119,51.06995528,-114.1267366,701294.7237,5661532.034,32611,Moderate,High
1120,1120,51.0724487,-114.16165,698838.4932,5661714.343,32611,Low,Low
1121,1121,51.09597575,-114.1757188,697752.6814,5664292.096,32611,Moderate,Low
1122,1122,51.1119556,-114.1894487,696723.6166,5666031.885,32611,Low,Low
1123,1123,51.09461626,-113.9689294,292114.9921,5664539.684,32612,High,Low
1124,1124,51.02647075,-113.9716981,291615.2625,5656971.529,32612,High,Moderate
1125,1125,51.0190219,-114.1257277,701586.4755,5655872.256,32611,Moderate,Low
1126,1126,51.01361244,-114.162319,699043.7618,5655171.35,32611,Moderate,Moderate
1127,1127,51.02905922,-114.1607829,699085.2822,5656892.809,32611,Moderate,Low
1128,1128,50.97407425,-114.0641045,706106.777,5651045.734,32611,High,Moderate
1129,1129,50.97045874,-114.0639941,706130.5434,5650644.096,32611,High,Moderate
1130,1130,50.95199731,-114.12958,701606.6386,5648410.288,32611,Moderate,Moderate
1131,1131,50.90539491,-113.9805043,290453.4733,5643536.233,32612,Moderate,Low
1132,1132,51.01930558,-113.9766233,291237.7572,5656188.904,32612,High,Moderate
1133,1133,51.02037425,-113.9670321,291915.0899,5656280.57,32612,Moderate,Moderate
1134,1134,50.93809822,-114.0229504,709156.9058,5647162.102,32611,Low,Moderate
1135,1135,50.9411576,-114.0162802,709611.6789,5647521.16,32611,Low,Low
1136,1136,51.06231324,-114.1815938,697484.7397,5660533.826,32611,Moderate,Moderate
1137,1137,51.06199745,-114.1850969,697240.663,5660489.325,32611,Moderate,Moderate
1138,1138,51.1310532,-114.1411146,700023.6135,5668285.464,32611,Low,Moderate
1139,1139,51.12979411,-114.1497241,699426.7761,5668122.101,32611,Low,Moderate
1140,1140,51.12348671,-114.1397294,700153.234,5667448.014,32611,Moderate,Moderate
1141,1141,51.1217832,-114.1459833,699723.0322,5667241.623,32611,Low,Moderate
1142,1142,51.1386751,-114.1811519,697190.3728,5669024.718,32611,Low,Moderate
1143,1143,51.13696641,-114.1775544,697449.2835,5668844.402,32611,Low,Moderate
1144,1144,51.1490137,-114.1155949,701730.4517,5670351.971,32611,Moderate,Low
1145,1145,51.14917063,-114.1232821,701192.2367,5670348.354,32611,Low,Moderate
1146,1146,51.14865238,-114.1221345,701274.7374,5670293.877,32611,Low,Moderate
1147,1147,51.07443021,-113.9733233,291716.6963,5662307.946,32612,High,Moderate
1148,1148,51.07259377,-113.971048,291867.8094,5662097.345,32612,High,Moderate
1149,1149,50.9785715,-114.0260547,708757.2911,5651652.801,32611,Low,Low
1150,1150,50.97951391,-114.0278334,708628.234,5651752.534,32611,Low,Moderate
1151,1151,50.94039146,-113.9958773,289530.9371,5647470.619,32612,Low,Low
1152,1152,50.93678068,-113.9946586,289600.2294,5647065.726,32612,Low,Low
1153,1153,50.90087146,-114.0390115,708194.889,5642978.101,32611,Moderate,Low
1154,1154,50.89902764,-114.0395145,708167.756,5642771.701,32611,Low,Moderate
1155,1155,50.91896217,-113.9784577,290658.2486,5645038.712,32612,Low,Moderate
1156,1156,50.91869746,-113.9855672,290157.4594,5645029.486,32612,Low,Moderate
1157,1157,51.14458559,-114.0510129,706266.1166,5670038.862,32611,Moderate,Moderate
1158,1158,51.139654,-114.0518719,706228.0345,5669488.181,32611,Low,Low
1159,1159,51.15308135,-114.0582355,705723.2336,5670963.144,32611,Low,Moderate
1160,1160,51.14963858,-114.0618259,705487.4931,5670570.351,32611,Low,Moderate
1161,1161,51.15070882,-114.0571714,705808.1892,5670702.355,32611,Low,Moderate
1162,1162,51.14694057,-114.1251633,701070.3896,5670095.277,32611,Low,Moderate
1163,1163,51.14771448,-114.1317151,700608.8696,5670163.42,32611,Low,Moderate
1164,1164,51.10426945,-113.9376515,294347.5294,5665524.967,32612,High,Moderate
1165,1165,51.1022636,-113.9517467,293352.023,5665341.464,32612,High,Moderate
1166,1166,51.07901734,-113.9263906,295024.0391,5662686.146,32612,Moderate,Moderate
1167,1167,51.07273655,-113.9254355,295063.1632,5661985.22,32612,High,Moderate
1168,1168,50.97097467,-114.012338,709754.2046,5650847.191,32611,Low,Moderate
1169,1169,50.91752573,-114.0593207,706693.3312,5644772.476,32611,Low,Moderate
1170,1170,51.13420571,-114.0779319,704429.4946,5668809.697,32611,Moderate,Moderate
1171,1171,51.05038719,-114.1732462,698120.4703,5659230.356,32611,Low,Moderate
1172,1172,51.13006922,-114.1650125,698356.0895,5668111.341,32611,Low,Moderate
1173,1173,51.12773063,-114.1904425,696587.0645,5667783.06,32611,Moderate,Moderate
1174,1174,50.94350127,-114.1129064,702814.5089,5647511.477,32611,Moderate,Moderate
1175,1175,51.05079005,-114.0639812,705775.4314,5659574.854,32611,High,High
1176,1176,51.04349863,-114.1285022,701285.799,5658585.873,32611,High,Moderate
1177,1177,50.91956051,-114.0940707,704242.3559,5644901.888,32611,Low,Moderate
1178,1178,50.91617825,-114.0962614,704103.2192,5644519.808,32611,Moderate,Moderate
1179,1179,51.11359405,-113.9695102,292159.5152,5666651.166,32612,High,Moderate
1180,1180,51.12141998,-113.9505805,293519.098,5667467.895,32612,High,Moderate
1181,1181,50.93009343,-113.9788805,290678.5331,5646277.392,32612,Low,Moderate
1182,1182,50.92497042,-113.9776258,290743.6821,5645704.298,32612,Low,Moderate
1183,1183,50.92686086,-113.9787002,290676.6763,5645917.509,32612,Moderate,Moderate
1184,1184,51.15930917,-114.0503355,706247.804,5671677.661,32611,High,Moderate
1185,1185,51.16086374,-114.0454415,706582.9907,5671864.234,32611,High,Moderate
1186,1186,51.14080425,-114.2051516,695502.7806,5669197.35,32611,Moderate,Low
1187,1187,51.12737101,-114.2040805,695634.4788,5667706.713,32611,Low,Low
1188,1188,51.1308076,-114.206779,695431.1836,5668081.614,32611,Moderate,Moderate
1189,1189,51.13666334,-114.2038897,695608.5439,5668740.326,32611,Low,Moderate
1190,1190,51.13694294,-114.2044503,695568.1521,5668769.92,32611,Moderate,Moderate
1191,1191,51.13564354,-114.1964655,696132.1538,5668646.721,32611,Low,Moderate
1192,1192,51.04891026,-114.0823301,704497.9366,5659314.745,32611,High,High
1193,1193,51.04756385,-114.0824429,704495.9604,5659164.744,32611,High,High
1194,1194,51.14722475,-114.0557324,705924.3286,5670319.041,32611,Low,Moderate
1195,1195,51.14895928,-114.0484013,706429.2265,5670532.437,32611,Low,Moderate
1196,1196,51.10497033,-113.9627359,292594.9489,5665673.309,32612,High,Moderate
1197,1197,51.43231665,-114.0297941,706454.8351,5702087.622,32611,Moderate,Low
1198,1198,51.4313332,-114.0342489,706149.6751,5701965.733,32611,Moderate,Moderate
1199,1199,51.42801915,-114.0311941,706376.9136,5701605.885,32611,Moderate,Low
1200,1200,51.30495038,-114.0233074,707480.8372,5687945.631,32611,Moderate,Moderate
1201,1201,51.29234927,-114.0306149,707028.3025,5686524.035,32611,Low,Moderate
1202,1202,51.28764602,-114.0386449,706489.6571,5685978.515,32611,Moderate,Moderate
1203,1203,51.29610637,-114.041251,706270.0389,5686911.782,32611,Moderate,Low
1204,1204,51.29828338,-114.0390577,706413.1479,5687159.984,32611,Moderate,Moderate
1205,1205,51.29504782,-114.0464485,705912.5062,5686779.496,32611,Low,Moderate
1206,1206,51.27439655,-114.0193066,707897.6603,5684560.083,32611,Moderate,Moderate
1207,1207,51.27471548,-114.0113545,708450.7501,5684618.097,32611,Moderate,Moderate
1208,1208,51.27732348,-114.0087405,708621.2171,5684915.473,32611,Moderate,Low
1209,1209,51.27631137,-114.0062131,708802.044,5684810.139,32611,Moderate,Moderate
1210,1210,51.27381461,-114.004775,708913.6569,5684536.651,32611,Low,Moderate
1211,1211,51.27464121,-114.0048333,708905.8369,5684628.383,32611,Moderate,Low
1212,1212,51.273419,-113.9870487,291654.7277,5684469.426,32612,Low,Moderate
1213,1213,51.27491747,-113.9922277,291300.3603,5684650.735,32612,Moderate,Moderate
1214,1214,51.27845252,-113.9913616,291376.7834,5685041.286,32612,High,Moderate
1215,1215,51.27807703,-113.9868397,291690.3834,5684986.695,32612,Low,Low
1216,1216,51.28140756,-113.9844984,291868.7028,5685350.328,32612,Low,Moderate
1217,1217,51.28013678,-113.9810119,292106.0571,5685199.164,32612,Low,Moderate
1218,1218,51.29367956,-113.9851342,291879.8919,5686716.489,32612,Moderate,Low
1219,1219,51.28252214,-113.9946891,291163.226,5685503.195,32612,Moderate,Moderate
1220,1220,51.28100267,-113.9954809,291101.1284,5685336.52,32612,High,Moderate
1221,1221,51.27674027,-113.9957492,291063.073,5684863.407,32612,Moderate,Moderate
1222,1222,51.15879633,-114.1047627,702445.0612,5671469.347,32611,Moderate,Low
1223,1223,51.15934568,-114.103916,702501.8513,5671532.754,32611,Low,Moderate
1224,1224,51.1569497,-114.0983219,702903.4498,5671281.802,32611,Moderate,Moderate
1225,1225,51.15079062,-114.1001057,702805.7498,5670592.136,32611,Low,Low
1226,1226,51.15193617,-114.1042093,702513.7951,5670708.182,32611,Moderate,Moderate
1227,1227,51.14848472,-114.1046394,702498.8381,5670323.278,32611,Moderate,Moderate
1228,1228,51.14698454,-114.1070457,702337.1414,5670149.868,32611,Low,Low
1229,1229,51.14492823,-114.1000787,702833.3531,5669940.451,32611,Low,Moderate
1230,1230,51.14954302,-114.0888802,703596.1643,5670484.459,32611,Low,Low
1231,1231,51.15186602,-114.0810326,704134.6462,5670764.482,32611,Low,Moderate
1232,1232,51.15571942,-114.0819513,704053.3996,5671190.336,32611,Moderate,Moderate
1233,1233,51.15653863,-114.0754537,704504.0623,5671299.468,32611,Moderate,Moderate
1234,1234,51.1561335,-114.0707548,704834.3701,5671267.51,32611,Moderate,Moderate
1235,1235,51.15188665,-114.0735235,704659.5983,5670787.652,32611,Moderate,Moderate
1236,1236,51.14873106,-114.0687351,705008.395,5670450.168,32611,Moderate,Moderate
1237,1237,51.1474434,-114.0668905,705143.0935,5670312.157,32611,Moderate,Moderate
1238,1238,51.14598649,-114.0733378,704698.7029,5670132.214,32611,Moderate,Moderate
1239,1239,51.1469249,-114.074715,704598.2403,5670232.709,32611,Moderate,Moderate
1240,1240,51.14170395,-114.0793052,704300.3165,5669639.502,32611,Moderate,Low
1241,1241,51.16522353,-114.1227132,701162.1506,5672134.623,32611,Moderate,Low
1242,1242,51.14025287,-114.1420219,699920.3836,5669305.789,32611,Low,Moderate
1243,1243,51.1454559,-114.1461458,699609.5058,5669873.043,32611,Moderate,Moderate
1244,1244,51.14688779,-114.1654789,698251.3724,5669979.93,32611,Moderate,Low
1245,1245,51.14065979,-114.1692524,698014.158,5669277.347,32611,Moderate,Moderate
1246,1246,51.13980304,-114.1762524,697528.239,5669163.269,32611,Low,Moderate
1247,1247,51.14447802,-114.1842928,696945.9852,5669661.456,32611,Low,Moderate
1248,1248,51.14794808,-114.1962871,696092.4665,5670015.193,32611,Moderate,Low
1249,1249,51.14492777,-114.19052,696508.5845,5669694.798,32611,Low,Moderate
1250,1250,51.14539157,-114.1947437,696211.2428,5669735.083,32611,Moderate,Moderate
1251,1251,51.13782808,-114.2227031,694287.7368,5668819.946,32611,Low,Low
1252,1252,51.13739183,-114.2283725,693893.0226,5668756.481,32611,Low,Moderate
1253,1253,51.13659284,-114.2362502,693345.3603,5668646.909,32611,Low,Low
1254,1254,51.12985535,-114.2360161,693389.8883,5667898.457,32611,Low,Moderate
1255,1255,51.12955287,-114.240119,693104.1263,5667854.047,32611,Low,Moderate
1256,1256,51.12930532,-114.2458107,692706.9868,5667811.596,32611,Low,Moderate
1257,1257,51.12689712,-114.2464524,692672.1172,5667542.173,32611,Low,Moderate
1258,1258,51.12201955,-114.2421072,692996.4501,5667011.283,32611,Low,Moderate
1259,1259,51.12072012,-114.2477111,692609.7618,5666852.125,32611,Low,Moderate
1260,1260,51.11623164,-114.2441364,692878.5862,5666362.467,32611,Low,Moderate
1261,1261,51.13389767,-114.2434031,692856.2714,5668328.48,32611,Moderate,Moderate
1262,1262,51.13800936,-114.2497463,692395.4691,5668769,32611,Moderate,Moderate
1263,1263,51.14434732,-114.2457151,692651.0308,5669484.203,32611,Moderate,Moderate
1264,1264,51.16228337,-114.2591758,691635.3116,5671443.146,32611,Low,Low
1265,1265,51.17433692,-114.3012915,688641.8885,5672674.324,32611,Low,Low
1266,1266,51.19085799,-114.2895243,689396.5398,5674541.415,32611,Low,Low
1267,1267,51.19984163,-114.2931518,689106.3051,5675530.881,32611,Low,Low
1268,1268,51.24155916,-114.307233,687952.66,5680132.955,32611,Moderate,Low
1269,1269,51.2415997,-114.4047511,681146.851,5679892.389,32611,Moderate,Low
1270,1270,51.19754487,-114.3753994,683370.3065,5675067.057,32611,Low,Low
1271,1271,51.19567063,-114.4652154,677103.3086,5674638.375,32611,Moderate,Low
1272,1272,51.18977396,-114.4670058,677000.8309,5673978.445,32611,Moderate,Low
1273,1273,51.18670093,-114.4729091,676600.1248,5673622.571,32611,Moderate,Low
1274,1274,51.19074725,-114.4815918,675978.0171,5674051.63,32611,Moderate,Low
1275,1275,51.18722055,-114.4824983,675928.1226,5673657.346,32611,Moderate,Low
1276,1276,51.19442335,-114.4820768,675930.1265,5674459.194,32611,Moderate,Low
1277,1277,51.19459663,-114.4918288,675248.1793,5674455.159,32611,Moderate,Moderate
1278,1278,51.19607026,-114.4942494,675073.4888,5674613.234,32611,Moderate,Moderate
1279,1279,51.19277133,-114.4970436,674890.7801,5674239.79,32611,Moderate,Moderate
1280,1280,51.19367396,-114.5085288,674084.9701,5674312.879,32611,Moderate,Moderate
1281,1281,51.18691921,-114.5089072,674083.9991,5673560.956,32611,Low,Moderate
1282,1282,51.18478303,-114.5114026,673917.6759,5673317.538,32611,Low,Moderate
1283,1283,51.19284932,-114.5039428,674408.4811,5674232.066,32611,Low,Moderate
1284,1284,51.1835602,-114.4942136,675123.4228,5673222.394,32611,Low,Low
1285,1285,51.18734363,-114.4557043,677799.8035,5673735.511,32611,Moderate,Moderate
1286,1286,51.18506622,-114.4283305,679721.3224,5673548.882,32611,Low,Low
1287,1287,51.17898853,-114.4722791,676673.6403,5672766.588,32611,Moderate,Low
1288,1288,51.17831549,-114.4770582,676342.2252,5672680.28,32611,Moderate,Low
1289,1289,51.10694365,-114.3149984,687957.5381,5665146.414,32611,Moderate,Low
1290,1290,51.10649666,-114.3743424,683805.6883,5664946.786,32611,Moderate,Low
1291,1291,51.07334079,-114.324219,687448.0276,5661386.934,32611,Low,Low
1292,1292,51.06740614,-114.3813475,683470.0436,5660583.187,32611,Moderate,Low
1293,1293,51.0329699,-114.3724878,684227.3281,5656776.674,32611,Moderate,Low
1294,1294,51.03752607,-114.3025567,689111.2228,5657460.477,32611,Low,Low
1295,1295,51.02702805,-114.2686319,691532.5264,5656380.992,32611,Low,Low
1296,1296,51.01392004,-114.2575042,692366.9859,5654952.67,32611,Low,Low
1297,1297,51.01486166,-114.3268063,687502.8664,5654878.678,32611,Moderate,Low
1298,1298,51.01700434,-114.1973701,696571.2298,5655454.324,32611,Low,Moderate
1299,1299,51.01978655,-114.186268,697337.9624,5655793.325,32611,Low,Moderate
1300,1300,51.02706325,-114.1931779,696822.5906,5656583.833,32611,Low,Low
1301,1301,51.02798817,-114.20031,696318.6439,5656667.627,32611,Low,Low
1302,1302,51.03650122,-114.2459655,693082.3276,5657493.384,32611,Low,Low
1303,1303,51.05406405,-114.2064564,695777.7215,5659550.298,32611,Moderate,Moderate
1304,1304,51.05724469,-114.2044325,695906.1037,5659909.297,32611,Moderate,Moderate
1305,1305,51.05856101,-114.2129239,695305.61,5660033.081,32611,Moderate,Moderate
1306,1306,51.06372918,-114.2038977,695916.1906,5660631.648,32611,Moderate,Low
1307,1307,51.06145629,-114.1967337,696427.6981,5660398.045,32611,Moderate,Moderate
1308,1308,51.06282246,-114.1921563,696742.5903,5660562.156,32611,Moderate,Moderate
1309,1309,51.06550603,-114.1915298,696775.094,5660862.182,32611,Moderate,Moderate
1310,1310,51.05762149,-114.1930666,696700.8659,5659981.495,32611,Moderate,Moderate
1311,1311,51.0517469,-114.1970977,696443.2959,5659317.614,32611,Low,Moderate
1312,1312,51.04198327,-114.1935176,696735.5542,5658241.683,32611,Low,Low
1313,1313,51.034247,-114.1934332,696774.253,5657381.816,32611,Low,Low
1314,1314,51.03441583,-114.1835857,697463.8488,5657426.945,32611,Low,Moderate
1315,1315,51.02810727,-114.1804724,697708.9468,5656733.934,32611,Low,Moderate
1316,1316,51.02654636,-114.1746448,698124.1746,5656576.059,32611,Low,Moderate
1317,1317,51.03092171,-114.1723665,698265.233,5657068.624,32611,Low,Moderate
1318,1318,51.03368986,-114.1737283,698157.9489,5657372.711,32611,Moderate,Moderate
1319,1319,51.03411321,-114.1761402,697987.0637,5657413.29,32611,Moderate,Moderate
1320,1320,51.0338612,-114.1694146,698459.6128,5657403.376,32611,Moderate,Moderate
1321,1321,51.06407999,-114.2582966,692103.7511,5660527.281,32611,Low,Low
1322,1322,51.05017107,-114.2680636,691476.9041,5658955.467,32611,Low,Low
